class,tweet
0,Your acting like a spoiled little faggot have fun
0,these hoes ain't loyal n these niggas ain't either!! fuck ah bitch get ah bird
0,RT @BrandonBangerz: &#8220;@mostafa092: &amp; you guys thought sharkiesha and shovel girl were crazy.. she snapped this bitches nose. https://t.co/5&#8230;
0,"&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man"
0,Smoke good weed with bad bitch and give a good girl bad habits
0,"I got a gang of old ass drafts, all trash"
0,I don't trust no bitch ... I dog em out
0,Fat bitch
0,Squidward in the face ass bitch
0,Ugh I fuckin hate when this bitch don't answer my calls ewwwwwww @Hi__________Bye
0,I just wanna slit this mf throat
0,"Fuck this I need a fat bitch, these skinny bitches ain't hungry for da mula hahaha"
0,This pussy dryer than yours... RT @LoyalLamb85: Drier vs. Dryer :(
0,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO
0,If a chick wants me to eat her pussy then leave I'll accept gladly. Lol
0,The pilot seen my eyes and said they awfully red I told him I get high as you bitch I'm the man http://t.co/uloUE2qx3p
0,"RT @CourtneyyKay: Cruising down the street in my 64, jockin the bitches, slappin the hoes"
0,@CallMeRenee_ bitch im too mad im finna throw this bitch outside
0,"I want one ae yous to start something with me tbh, but yous are aw pussy #shame"
0,RT @jaymesshaylan: fuuck jalens a slow bitch!
0,@Hype I'm not delivering to that bitch boy anymore.
0,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b"
0,RT @LilTy___: Who do bitches take me for? &#128514;&#128514;&#128514;
0,"I been with the same STUD for a year....That bitch, her attitude nasty."
0,RT @ogkaykay_: y'all hoes so annoying &#128530;
0,@PlasticDom can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.
0,These hoes gotta pay for my company!
0,holy fuck yall are little bitches. its like 50 in san antonio stfu
0,Having a bitch come in handy during times like this &#128533;
0,I impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da #KoolQueefTribute&#160;
0,"I fuck bad bitches to stacy lattisaw, why you nigga's balls blue like an avatar?"
0,RT @emilyBOOMBOOM: Its 3am. And your man is with his other bitch. A computer. And you really cannot fucking compete.
0,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;"
0,it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag
0,RT @DaMeatIsThicke: How you invite me over to fuck but I can smell yo pussy from across the room??? Man ain't that dinner she cook then bou&#8230;
0,What a fucking retard
0,"@YungIll314 my lifestyles raw dog, one magnum will put a dickhead in the hole, and that was cumin out of the pussy lips"
0,These hoes ain't loyal &#128527;
0,Whenever I came to school fresh I took hella bathroom breaks just so the hoes could check me out &#128514;
0,I don't give a fuck about yo gal yo wifey or yo boo came here by myself bitch I'm Tryna bone
0,@BekySawyer boats and hoes
0,"RT @mackgotti: &#8220;@SMCo71: "" all my hoes stay mad at me i keep em hot guess they got a fever ""&#8221;&#128514;"
0,RT @_Headsyoulose: I'll write a poem for u hoe http://t.co/jQPzftI14w
0,"u know I came to stunt 
so drop that pussy bitch"
0,Being a sober soul just wasnt interesting.. bitch im living #5spmg #GGL http://t.co/W58Q6Hr20j
0,@THEDINGOJOHNSON @KillAll_Simps no ur the blind bitch. Dude in the video is way skinnier.
0,That fucking slutty beaner
0,i have to be the taller older bitch
0,RT @hollygolawly: Can't wait to eat #metropole @21cCincinnati and see my @21cLouisville friends! Bring on those damn yellow penguins!#ro ...
0,How could you do this to me bitch!!!
0,@_Saltlife13 Long story lol but I've missed you faggot
0,"RT @KattPacWilliams: Niggas wearing TOMS &amp; UGGS , &amp; bitches wearing JAYS &amp; TIMBS. Lol, this aint what Usher meant when he said ""Trading Pla&#8230;"
0,greatwhiteprivilege: straight people are like &#8220;can we all just be nice to each other&#8221; and queer people are... http://t.co/MiKfbLNZII
0,RT @Overdoselove_: The sound of wet pussy &#128571;&#128166; &gt;&gt;
0,I eats the pussy.
0,"Britt attitude be for no reason , bitch mad at breakfast &#128514;&#128514;"
0,"nobody bout their actions, you all pussy"
0,@FuckBoiRik hahahaha youza fuck wigger
0,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
0,RT @Jakelewis44_: I'm out this bitch too&#128514;&#9996;&#65039;
0,"RT @iDntLuvHoes: All I see on my timeline is
Ebola
Ebola
Ebola
I hate school 
Ebola 
Ebola
Some twitter hoes selfie
Ebola
Ebola
Pull out ga&#8230;"
0,"RT @ImToBlame: RT @latry: Hispanic women just have the great pussy and wife skills, white girls own the dick sucking and black chicks....ca&#8230;"
0,"a bitch can have two black eyes, bloody lip, scalp bleeding, bruises, and a broken arm and still be like ""but i love him!"" lmao"
0,Yay I'm a redneck piece of shit! #sorrynotsorry
0,I curved yo bitch. Your welcome.
0,Senator @tedcruz is an anchor baby! Go back from where you came. #natural #born #Canadian
0,JJ Watt was on his grown man shit all night.. Now let's get it #Yankees
0,@hunterbuch66 @kieffer_jason @sbsylvester my bitch doesn't even know you so wtf r u talking about nigga stop fucking dreaming
0,RT @Jaystuh72: &#8220;@187XO_: ' Not playen that side niggah shit with mine .&#8221;omm
0,"13% shy
65% bitch
22% homosexual"
0,"RT @CzarZellem: Hey Liberals,meet @SenTedCruz, future majority leader of the US Senate.Enjoy. Payback is a bitch. #p2 #stoprush #waar http:&#8230;"
0,Guys so quick to talk shit to a bitch they would kiss ass to .
0,@VeronicaLewis You just can't give hillbillies an audience. They'll squander it every time.
0,RT @RabehChararah1: Wack ass hoes
0,"Chill, I'm not a coon RT @AmbitiousCam: Sick of you fake bougie ass coons lol"
0,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot"
0,Niccas catchin dem theft under $500 charges out here...shit ugly I guess niccas Tryn get it fa da holidays &#128557;&#128514;&#128514;&#128514;&#128514;
0,@SWANKpatrone nonexistent hoes
0,RT @moneygang_ROD: Musty pussy maggot bitches tryna lick my sac for riches. @OGMaco Fuckemx3
0,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh"
0,"RT @macktology101: ""I need a guy that can put me in my place"" bitches that think they're zoo animals"
0,"RT @FactsAboutPigs: Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes."
0,@TheDevonClarke @nick_scott25 faggot scoon you wanna ball?
0,"Bitches ah have a baby &amp; be like ""don't claim my child"" bitch you good &amp; goddamn well ain't NOBODY claiming your creature &#128125;&#128514;"
0,"Maybe I'll love you one day, maybe we'll someday grow. Till then just sit your drunk ass on that runway hoe."
0,"@MeeshDC how is it fucked up, you fucking retard? condemning Ray Rice, yet supporting Chris Brown, who's a women abuser. that's logical?"
0,Lmfaooo this bitch hits my car and calls the cops and says it was my fault &#128514;&#128514;&#128514; dumb bitch
0,RT @ASAPYams: fresh razor blades in my goth bitch stocking
0,@maddieevaans @felicity182 idk what ur saying probably desperate for my pussy
0,RT @ThottyGlo: How quick your bitch will text another nigga whens shes mad at you http://t.co/uRSI7AjUMP
0,"RT @_Bayou_Bob_: &#8220;@white_thunduh: Why does nobody believe me when i say im a virgin dewd wtf&#8221;

 No you aint hoe"
0,Thats why I aint cuffing until Im grown af RT @JimmySolberg3: These hoes ain't loyal
0,Another bad bitch fuck her for a hour another cigarette another nut another shower
0,@rhythmixx_ @jaymcnuggets ohhhhh you bitch
0,"My lil bitch just called me, said she needa break. But you can leave.. Cuz bitch I'm doin GREAT!"
0,"Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch."
0,RT @spiffytwiley: @vintage_monroe_ bitch you gorgeous
0,RT @WORIDSTARHlPHOP: bruh he threw that bitch https://t.co/rIsBmdzY26
0,RT @WitchoThirstyAz: I love being loyal to one person &#9757;&#65039;fuck having hoes &#128107;&#128079;&#128524;&#128584;
0,&#8220;@Kash_Stackz: Yall are so confused these days. http://t.co/l2ipE6UvQh&#8221; somebody put that hoe in a dress
0,&#128165;&#128162; on the pussy http://t.co/mWXQnjm4So
0,"@davidlyon1690 @_shannonmacleod he wants pussy, nd a dini mean a cat"
0,"Now a days, hoes be twerkin for new weave."
0,@thejokerxo yes!!! I love the hair on her pussy...lol
0,@mikeoe7765 That talentless skag IS a wardrobe malfunction.
0,@Juicy_james01 ain't no love 4 these hoes
0,"My dads side of the family is ghetto af, my moms side if the family all prim and proper. Haha"
0,@Benny_Balboa yall fucking trash boyy!!! #gladbagflow
0,My phone is finally back on bitches! no more TextNow
0,i really hate when hungry bitches put dick between friends. i swear yall should get beat the fuck up. ill show you friends.
0,"RT @missknf: If your pussy was a book , I'd read up on it"
0,RT @Stfu_NobodyCare: &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; &#8220;bird fucking&#8221;
0,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@betysweetcocker: That pussy is just....&#128561; imma assume she just had a baby like..the day before"""
0,I know these hoes
0,@iSkypeYourMomz @TrapGod3sss And I really be thuggin wtf I look like hanging around some lil chipotle Jamba Juice ass bitches&#8221; like &#128686;&#128686; &#128557;&#128514;&#128557;&#128514;
0,What's really funny bout this pic is I'm sure they believe them hoes is bad &#128514;&#128514;&#128514;&#128514; http://t.co/15R8WoqXHd
0,@Benny_Balboa not to yall thou! Yalll fucking glad bag trash
0,"RT @TheOnlyReed: Lmaooooooo ain't fuckin no bitch with doo Doo in her butt while I'm foreplaying, THE FUCK"
0,RT @_BeautifulKeezy: &#8220;@sofpizzie_: These hoes gonna be stunting in Florida with the pussy&#128586;&#128548;&#128548;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#128080;
0,I'm glad you hoes ain't my momma
0,I'm the man around dis bitch baby
0,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts
0,RT @RAAnonsense: I&#8217;m to the point where I&#8217;ll take a manual RT and not bitch about it.
0,Lmaoooooo &#171;@PubesOnFleeK: That bitch stripping at a murder scene &#8220;@ItsDollyCouture: My view &#128525; http://t.co/oiJizl0naF
0,you bitches love yall some corny nigga
0,RT @DedePayton: All hoes are friendly. Althea wants to say hi.
0,Like bitch that aint even attractive Smh
0,Nigga Tyrese on Walking Dead is a bitch smh
0,RT @queenc_nt: &#8220;@_100d: 90% of niggas goofy and act like bitches&#8221; YOU AINT LYIN
0,"Tell them skinny hoes bounce, bring them thick bitches back"
0,Don't concern yourself wit my mingling with other bitches.
0,@swirlg0ddess main bae gonn think sumn up wit the pussy
0,Idgaf I have my coon moments
0,Never lettin dat nigguh used twitter in my phone again
0,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
0,Smh ma niggah
0,GTA online today bitch ass niggas
0,Ima tear that pussy UUUUP
0,This that bitch nigga shit they invented it I just created the term
0,Lil bitch
0,Alex Smith saw his career leave with that fumble and reeled that bitch back in with everything he had.
0,Erica so desperate she bragging bout flawging ass Scrapy eating her pussy... wow he ur baby daddy dumb bitch I'm sure u gave he dome as well
0,I could blank all you son's of bitches out #getatme #goofy #fuckmongo #naynayismongo
0,Gtta fly bitch and she stand out!
0,"@marissarose_10 
Your mouth
Your pussy
Your ass
My dick
And a sandwich after we fuck.
What kinda question is that?"
0,#FACT RT @KeyshBeChillin Kanye is best when a good piece of pussy fucks him over
0,RT @kevantee_: hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad? &#128514;&#128514;&#128514; want a cookie?
0,@kieffer_jason @NathannDevlin @zach_smith98 bitch how tf am dumb your going off what someone else told you so u can shut that shit up
0,RT @Ms_Lynnn_: All the money in the world couldn't get you a real bitch. #priceless
0,I fuckin hate this bitches voice OMG
0,Fuck that hoe.
0,@cameron_ast @lanahudsonnn @ijrojo bitch shut the fuck and follow what u say nigga
0,All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET
0,@b_shiznitt wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album #fag
0,RT @MeyaKardashian: This bitch is fucking insane. &#8220;@TwiterDeze_NUTS: 2) what is a sentence that describes you in 5 words?&#8221;
0,RT @tommyjaster: Where da hoes at... C'Mon thru at Hatchy's in Utica TDT about to rock dis biiaaaatch. #TDTHoe #teamspade #highgang
0,That bitch filthy http://t.co/PaAjZU0UM4
0,@ImpactParasite just fuckin roasted this faggot
0,Aye the part be treating the bitches too good &#128514;
0,"RT @mitch77c: Whatchu know bout livin in the ghetto, eating cottage cheese 3 times a day. Lil salt Lil peppa lil A1, Lil barbeeequeee @Ueon&#8230;"
0,You not playing me bitch I know wassup
0,RT @TAXSTONE: Y'all bitches got to learn the difference between like and love
0,There's a lot of big booty bitches at pharr gym &#128563;&#128584;&#127825;
0,butt chug 4lokos or nah
0,I'm bout to hop off this hoe they Tryna get on my ass
0,"RT @almostkanye: Nights like this I wish, ride low in the Chevy hit the switch. In the city burning killa with a bitch"
0,RT @ShyGlizzy: your bf is broke bitch!
0,Spark these bitches interests.
0,"Kobe to Dwight: ""You a soft muthafucka, and you a bitch ass nigga!"" lmaooo"
0,RT @Saint_Jeremy: She right RT @2Girls1Richard: You spam RT @TheReaIPinkyxxx: If you eating the pussy you might as well eat the ASS. http:&#8230;
0,"RT @VictoriaDahl: &#8220;@donnajherren: Well, there's ""crazy bitch"", and there's ""you can look for that motherfucker's corpse, but you won't find&#8230;"
0,RT @ThatGuyBryant28: Still the greatest tweet ever. RT @DJZeeti bitches run on emotion not logic .. a bitch will say 1+1=3 if the number ...
0,@FlawlesS_Dv @AboutStrafe @NexSmitsky I also like how I'M called the hoe when I've been saying stop.
0,"I plan on eating this entire motherfucking pizza I just ordered like a mufucka, bitch."
0,@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar
0,RT @davis_lyndsi: Lol she blocked you little bitches these days. &#128526; @_viktoriagracee
0,"Niggas be pressed for pussy, it aint nothing.."
0,The hoes be rated E !
0,"RT @FlyEaglesNation: Yeah, #Eagles definitely aren't finishing 4th in division. Not this year bitches."
0,"Bad bitch give good head, dumb bitch get hood rich"
0,"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' http://t.co/2KBSxaMddg http://t.co/EsZjSuqYIQ"
0,Tell these hoes I love them just to fuck em
0,"@TimMurphyy @fgcu_basketball rather be an ""ultra fag"" than get an 18 on my ACT and go to FGCU #zing"
0,"@KamalShaqi @Kevinnnnn_05 it's funny how this page quoted my tweet about the term ""camel jockey"" bc I AM a fucking Arab you dumbass &#128529;"
0,No nigga a leave a chick with some good pussy unless he just paper chasin
0,Dirty hoe
0,RT @Jimmy_Santander: These office hoes do not shut the fuck up with their fucking chisme!
0,This bitch got zero kills and yet got a legendary enngram?!!!! What the absolute fuck?!!!!!
0,RT @Miss_Jamieeee: &#8220;@iDocLyfe: The Power Thrust http://t.co/HXmlH6QXqb&#8221;he really in that hoe omg &#128514;&#128514;&#128527;
0,@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address
0,happy birthday to the funniest bitch I know @RealerThanPlies &#128536;&#128536;&#128536;
0,RT @WillyWelfare: Its so damn hot in this bitch
0,Annie.. You crazy hoe &#128514;&#128514;&#128514;
0,@Billythathird @Dimi_Artale aye were da fawking ginzos of fawking queens and fawking nassau
0,I just dodged a bullet from a crazy bitch
0,My niggah I slept perfect
0,RT @NoChillScottyD: Y'all fat bitches with small titties look like Teddy Grahams.
0,@LimitlessMudi @YoDeddyUgly Y'all both trash
0,"Let a nigguh try me , fuck around fuck around fuck around meet his daddy"
0,RT @darwinjames125: &#8220;@cali_dx: How black bitches drive when they fav song come on pt 1. &#128514;&#128514;&#128514;&#128514;&#128514; #GoLilStacy &#128514;&#128514; &#128514;&#128514;&#128514;&#128514; https://t.co/DKqhxPgoKP&#8221;
0,And I can't be known for fucking wit a trash bitch.
0,RT @Its_NydiaMarie: Fuck your bitch make her call me Papi &#128586;&#128527;
0,"Nigga I got pill poppin bitches in the backkkk, of the Cherokee"
0,RT @RickyNgan: Y'all hoes ain't slick
0,"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh"
0,Ima pull up eat on that pussy and dip &#128525;
0,If a bitch choosin let her choose lmao that is all !
0,RT @MileyCyrus: i know what color my skin is. you can stop with the friendly reminders bitch.
0,Probably saved @KingBorgman's ass today. About out gas in a Diesel engine.&#128514; what would you do without your redneck friends?&#128514;&#128514;
0,@mingtong007 you still are a cunt
0,"Lol Sam said ""Betty Boop"" is a hoe &#128514;"
0,@kincade00 you seen it hoe put that cash up bitch imma take your money and spit on your fat ass
0,Makeup save you hoes
0,Iggy Azaelia is no one hit wonder. She is a bad bitch.
0,RT @__thaRealist: @VoiceOfDStreetz &#128514;&#128514; 2 many lil bitty bitches
0,Litterally can't wait for this weekend with my bad bitches &#128527;
0,I really can't stand while people slander shit 90% trash
0,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;"
0,"I really don't be pressed for bitches on social media...

Do I talk to them? yes. 

Do I want them..... http://t.co/6wKvVpsXqP"
0,@SammyLightning_ I got hoes in different area codes
0,@chanelisabeth cuz ur a bird bitch
0,"RT @SUCKEDOFF: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" http://t.co/v2L7GMVA8T"
0,@skyereyes_ @keanabermudez YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;
0,My mom bitches too much
0,@classy_girls bruh u such a pussy just talk
0,Ain't no broke bitches standing next to me&#128564;&#128564;
0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
0,"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim"
0,I get gwop now that bitch remember me
0,24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I
0,when the dude shoots his jiz in the bitches eye in silence of the lambs
0,"RT @CayMarieee: He said "" like u got the money to do that ""&#128514;&#9995; don't forget I'm not yo ex bitch, I ain't broke. &#128175;"
0,#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!
0,RT @_iChrisP: &#8220;@Shane_A1: swear me n zee da only niccas who aint got da update yet&#8221;&lt;I'm right there wit cha bruh
0,"LMAO RT @IGGYAZALEA post away about this ""bitch"" I've seen all the memes the word has to offer in regards to me i honestly don't care."
0,Pumpkin spice Marlboro's for da hoes
0,@protegykid I would reply with the red emoji but I'm not a nigger
0,"bitch get out cha, bitch get out cha, bitch get out cha feelings.&#128079;&#127926; RT @bitemy_jordans: In my feelings... wtf"
0,"RT @iadorewomen_: A couple &#128107; is ""A couple"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; Not ""A couple &amp; some"" &#128107;&#128582;&#128581;&#128129; Not ""A couple &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;"
0,RT @tKOs_way: Cumming in her pussy was love
0,"@MIKEB_IN_THE_D you're still a free world bitch , don't deserve your 313 area code !"
0,if you're into unlocking badges/stickers online you should have to wear them around in real life so the rest of us know what a cunt you are.
0,RT @NoBeeetch: Y'all we use to have to take pictures on real cameras and upload them hoes through the computer. Wow
0,@Channnteeel pussy
0,"@edwards_cait but you were too busy being a raging bitch and not caring that your ""best friend"" was going through hell So there's my punch &#128139;"
0,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q"
0,This niggah aaron had me weak last night!
0,u can tell yo bitch we some yung rich homies
0,Diets aren't for alcoholics.......a bitch be tipsy quick from eating veggies and shit
0,These hoes ain't loyal @MyKat_Meows&#160;&#128530;
0,Oh you got a new bitch you think you got a new bitch ...
0,These niggas pillow talkin thats hoe shit
0,RT @tommy_kayyy: Aye little bitch y'all niggas hirin? &#128514;&#128514;&#128514; https://t.co/F0nTMVCDio
0,@lanaaabanana lady Bligh is my bitch!! I got 10 natty daddy's in my fridge #turnup
0,Just dropped dat fine ass woman @GingerDemoness. We has da best chicken eva. I spectin some lovin but she a lady and da colored thang
0,I'm so mother fucken sexy. I have no time to be a retard.
0,@quezada_carlos7. Right these hoes on my dick about u dats how
0,RT @mommajjojo: When they said lifes a bitch.. They really meant it.
0,"@_DCorNothing_ @KyariesDa4 he should! I got tired of hearing how he can eat pussy 10,000 ways like damn &#128514;&#128514;"
0,Boy Yung thug is a fag
0,In life you must ask yourself...are you a chosen one or a basic bitch? #letsbereal
0,"Dudes proudly volunteer to be baby daddy #2,3,4 and 5.Whether they'll be a father or not all over some pussy property."
0,RT @BLACKHILTON Glad none of my followers can say they fucked #noway + yall hoes REALLY make this a goal...
0,RT @NotoriousSulo: This dyke is grabbing a handful of imagination http://t.co/JfO4ECzmUl
0,"RT @killaaakam_: Who's gassin these hoes, BP? &#128564;"
0,RT @Brezsha_Imani: He tweet like a bitch broke his heart
0,@marclamonthill will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?
0,Feminist aka a bitch.
0,Money over bitches even though I love ladies
0,"RT @HipHopIsDeaddd: Top ten rappers With no hoes
1.Hopsin
2.Lupe
3.Canibus
4.IMT
5.Childish G
6.Papoose
7.Hopsin again
8.Joell Ortiz
9.Krs &#8230;"
0,RT @BasedChasen: Ebola not scary at all while yall worried about Ebola ima b getting hoes
0,@MikeyDJaro haha 1. I would go for the S 2. Those fag colors are reserved for @JoeyTaormina
0,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy"
0,RT @DannyDeVito: Wisconsin IASIP nice work bitches!
0,"RT @Doestaxxx: Stop fuckin jail birds. RT""@__BRAT_: Niggas that's that serious about ass play scare me. That shit so sus"""
0,RT @random_shxt: need my dick sucked..fuck 1 bitch I need &#9996;&#65039; sluts
0,RT @iDntWearCondoms: Stop respecting women who admit to having a hoe phase
0,@WyattNuckels @grizzboadams glad you could get your daily dose of giggles faggot
0,RT @willyroast2: Ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them
0,the things I do for this bitch smh
0,I would never fight a nigga for vagina...that's what hoes do lmao
0,Ref finally calls it when it's an arm ball but those hoes didn't count the hand ball in the Mexico game. K #yesiamstillsalty
0,@kieffer_jason and why would I care what a bitch ass nigga think and u don't understand how fucking scary u look
0,Pass interference you dumb ass zebra jerks
0,RT @lamLilDurk: Black girls hoes cause they fuck niggas for money revenge and dumb shit like that
0,@Stonisnipezz people bitch because they lose an hour of sleep today but it evens out and we get more daylight
0,RT @love_andhiphop: Stevie J proved that you can turn a hoe into a housewife.. &#128553;&#128514;&#128175;
0,I take it Notre Dame is still trash. http://t.co/fRTMYhu7bl
0,"""U got my 200K bitch nigga""--Al Haymon to Antonio Tarver"
0,@JoeBiden is such a retard! &#8220;@irritatedwoman: Biden Calls Himself &#8216;White Boy&#8217; in Meeting With Black Pastors http://t.co/bqx1IEv0wD&#8221;
0,RT @6THGRADER: Mom brought me McDonald's for lunch. I had all the bitches on me.
0,Back in this bitch again....
0,RT @Erikaj00: &#8220;@Treslyon: &#8220;@Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy&#8221; lmaoooo
0,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe
0,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger
0,"RT @trillycjuicy: I'm really chill. I talk to everyone, I'm far from being a stuck up bitch."
0,"@Arctic_Nation yeah, these bitches aint shit tho"
0,Tell me that that pussy is mineeeee
0,Dumb nigguh
0,"@RealFannyMagnet with pick up lines like you have...I bet you get so much pussy, the numbers are in the negative."
0,"When bitches know they feeling stupid, they keep there sentences short."
0,"Having ""them hoes"" gets old, well it has gotten old already."
0,Gabby is such a hoe
0,&#128553;&#128514; RT @willieBEAMINN: @_VinChi3 bitches they get bat or sumn *ak voice*
0,@Articulate_Aura bitches don't know if they wanna play basketball or look sexy bro
0,"RT @StevStiffler: The nicer you are, the easier you're hurt. So just be a bitch"
0,@_xpriceless_ bitch take dat shit down imediatly
